Tenant ID,Check Date,Actual Individual Payment,Unit ZIP
T91554,3/8/2021,"$8,453.00 ",1915
T91554,3/8/2021,"$1,547.00 ",1915
T94118,3/8/2021,"$1,875.00 ",1970
T94118,3/8/2021,"$1,000.00 ",1970
T93323,3/8/2021,"$3,420.00 ",1970
T96104,3/8/2021,"$6,500.00 ",1843
T94751,3/8/2021,"$10,000.00 ",1852
T90544,3/8/2021,"($4,550.00)",2190
T95642,3/10/2021,"$2,326.00 ",1033
T95626,3/10/2021,"$3,000.00 ",1151
T96283,3/10/2021,"$9,066.21 ",1104
T96734,3/10/2021,"$4,650.00 ",1040
T95796,3/10/2021,"$7,750.00 ",1028
T95796,3/10/2021,"$1,550.00 ",1028
T96085,3/10/2021,"$4,050.00 ",1101
T96681,3/10/2021,"$3,954.43 ",1027
T96363,3/10/2021,"$7,460.00 ",1108
T96101,3/10/2021,"$2,129.17 ",1085
T95819,3/10/2021,"$6,399.01 ",1085
T95120,3/10/2021,"$3,452.83 ",1119
500107259,3/10/2021,"$8,600.00 ",1013
T89873,3/10/2021,"($4,860.00)",2703
T89873,3/10/2021,($740.00),2703
T89873,3/10/2021,($740.00),2703
T92312,3/11/2021,"$5,600.00 ",2048
T90574,3/11/2021,"$8,200.00 ",2188
T88235,3/11/2021,"$3,970.00 ",2324
T88235,3/11/2021,$960.00 ,2324
T96094,3/11/2021,"$2,845.00 ",2724
T92912,3/11/2021,"$4,308.00 ",2723
T89965,3/11/2021,"$1,900.00 ",2061
T92759,3/11/2021,"$2,272.08 ",2043
T92759,3/11/2021,"$1,884.08 ",2043
T85652,3/11/2021,"$2,805.78 ",2061
T85652,3/11/2021,$700.00 ,2061
T89723,3/11/2021,"$2,819.77 ",2301
T89723,3/11/2021,"$1,000.00 ",2301
T90544,3/11/2021,"$4,550.00 ",2190
T95675,3/11/2021,"$10,000.00 ",2050
T89873,3/11/2021,"$4,860.00 ",2703
T89873,3/11/2021,$740.00 ,2703
T89873,3/11/2021,$740.00 ,2703
T96309,3/11/2021,"$4,812.00 ",2188
T96309,3/11/2021,$675.00 ,2188
T96343,3/11/2021,"$4,360.00 ",2189
T96315,3/11/2021,"$7,224.00 ",2368
T96358,3/11/2021,"$5,500.00 ",2779
T96390,3/11/2021,"$5,795.73 ",2721
T96390,3/11/2021,$300.00 ,2721
T92228,3/11/2021,"$4,200.00 ",2301
T95289,3/11/2021,$900.00 ,2536
T96893,3/12/2021,"$6,247.15 ",1420
T96436,3/12/2021,$569.88 ,1603
T92570,3/12/2021,$825.00 ,1550
T96267,3/12/2021,"$3,116.73 ",2119
T96534,3/12/2021,"$8,856.69 ",2121
600130501,3/12/2021,"$5,937.00 ",2119
T96251,3/12/2021,"$8,700.00 ",2124
T96305,3/12/2021,"$1,899.66 ",2115
T96305,3/12/2021,"$1,900.00 ",2115
T70918,3/12/2021,"$5,764.34 ",2111
T96831,3/12/2021,"$5,949.00 ",2151
T96437,3/12/2021,"$2,694.08 ",2210
T97249,3/12/2021,"$4,780.00 ",2150
T81242,3/12/2021,"$10,000.00 ",1801
T96621,3/12/2021,"$8,400.00 ",2151
T91277,3/12/2021,"$2,834.00 ",2122
t96429,3/12/2021,"$3,507.00 ",2121
T94291,3/12/2021,"$3,740.96 ",2126
T87236,3/12/2021,"$1,875.00 ",2180
T96524,3/12/2021,"$10,000.00 ",1801
T95693,3/12/2021,"$4,810.00 ",2152
T96775,3/12/2021,"$8,215.00 ",2148
T96827,3/12/2021,"$9,000.00 ",2215
T97067,3/12/2021,"$10,000.00 ",2152
T76910,3/12/2021,"$1,350.00 ",2130
T89277,3/12/2021,"$1,285.00 ",2126
T96547,3/12/2021,"$3,954.00 ",2130
T93638,3/15/2021,"$1,385.41 ",2056
T93638,3/15/2021,"$1,000.00 ",2056
T93638,3/15/2021,"$1,000.00 ",2056
T95015,3/15/2021,"$10,000.00 ",1752
T37799,3/15/2021,$875.00 ,1752
T37799,3/15/2021,$875.00 ,1752
T96426,3/15/2021,"$9,458.38 ",1364
T96200,3/15/2021,$561.00 ,1606
T94773,3/15/2021,"$9,550.00 ",1605
T91502,3/15/2021,"$3,450.00 ",1501
T91329,3/15/2021,"$1,650.00 ",1527
T86966,3/15/2021,"$1,135.50 ",1475
T86966,3/15/2021,"$1,135.00 ",1475
700054001,3/15/2021,"$10,000.00 ",1606
T91922,3/15/2021,"$2,153.74 ",1420
T96371,3/15/2021,"$2,700.00 ",1609
T91030,3/15/2021,"$3,772.26 ",1519
T97547,3/16/2021,"$2,520.00 ",1905
T96765,3/17/2021,"$3,182.00 ",1013
200023123,3/17/2021,"$7,200.00 ",1001
T89523,3/17/2021,"$2,844.29 ",1105
T96959,3/17/2021,"$10,000.00 ",1119
T96885,3/17/2021,"$4,487.50 ",1105
T96282,3/17/2021,"$3,300.00 ",1108
T96837,3/17/2021,"$1,893.65 ",1040
T96033,3/17/2021,$850.00 ,1040
T96033,3/17/2021,"$3,846.25 ",1040
T97204,3/17/2021,"$5,254.10 ",1013
T96875,3/17/2021,"$1,850.00 ",1040
T96875,3/17/2021,$925.00 ,1040
T86960,3/17/2021,"$4,250.00 ",1077
500104169,3/17/2021,"$6,989.00 ",1040
T96637,3/17/2021,"$4,052.00 ",1119
500086633,3/17/2021,"$2,960.00 ",1105
T74213,3/17/2021,"$4,465.00 ",1108
T92138,3/17/2021,"$10,000.00 ",1951
T96186,3/17/2021,"$4,992.00 ",1970
T96186,3/17/2021,"$1,500.00 ",1970
T91795,3/17/2021,"$7,628.00 ",1905
T91795,3/17/2021,"$1,186.00 ",1905
T91795,3/17/2021,"$1,186.00 ",1905
T97521,3/18/2021,$560.00 ,2302
T97521,3/18/2021,"$5,000.00 ",2302
T97723,3/18/2021,"$9,464.32 ",2302
T97717,3/18/2021,"$3,850.00 ",2360
T97568,3/18/2021,"$2,540.00 ",2301
T97551,3/18/2021,"$6,900.00 ",2360
T87564,3/18/2021,"$10,000.00 ",2301
T97082,3/18/2021,"$6,308.34 ",2780
T97082,3/18/2021,"$1,638.58 ",2780
T97464,3/18/2021,"$6,500.00 ",2720
T97053,3/18/2021,"$2,400.00 ",2301
T97698,3/18/2021,"$10,000.00 ",2740
T97322,3/18/2021,"$9,500.00 ",2191
T97322,3/18/2021,$500.00 ,2191
T97536,3/18/2021,"$2,825.00 ",2760
T97518,3/18/2021,"$2,575.00 ",2740
T96968,3/18/2021,"$6,780.00 ",2740
T92331,3/18/2021,"$1,631.00 ",1562
T91960,3/18/2021,"$1,467.72 ",1440
T91066,3/18/2021,"$7,172.16 ",1604
T91066,3/18/2021,$942.61 ,1604
T92388,3/18/2021,"$6,400.00 ",1604
T87630,3/18/2021,"$2,984.00 ",1581
T95405,3/18/2021,"$7,804.00 ",2536
T89671,3/18/2021,"$9,500.00 ",2632
T97307,3/18/2021,$815.00 ,2554
T85881,3/19/2021,"$1,500.00 ",1610
T97638,3/19/2021,"$3,690.38 ",1440
T97877,3/19/2021,"$2,145.00 ",1545
T98204,3/19/2021,"$8,595.00 ",2453
T97666,3/19/2021,"$6,954.86 ",2445
T97851,3/19/2021,"$1,886.97 ",2134
600167474,3/19/2021,"$2,858.00 ",2124
T98182 ,3/19/2021,"$5,076.00 ",2121
T97434,3/19/2021,"$2,550.00 ",2169
T97434,3/19/2021,"$1,275.00 ",2169
T97438,3/19/2021,"$3,500.00 ",2150
T97587,3/19/2021,"$6,100.00 ",2136
T98190,3/19/2021,"$4,130.00 ",2135
T98469,3/19/2021,"$1,300.00 ",2150
T98469,3/19/2021,$325.00 ,2150
T97612,3/19/2021,"$4,300.00 ",2128
T89535,3/19/2021,$386.00 ,1887
T98487,3/19/2021,"$10,000.00 ",2118
T98349,3/19/2021,"$10,000.00 ",2474
T98467,3/19/2021,"$8,065.00 ",2169
1500027363,3/19/2021,"$4,920.00 ",2129
1500008369,3/19/2021,"$5,194.00 ",2129
T98224,3/19/2021,"$1,701.27 ",2150
T94543,3/19/2021,"$5,115.00 ",2149
T97441,3/19/2021,"$4,103.67 ",2121
T97169,3/19/2021,"$4,743.42 ",1880
T97312,3/19/2021,"$1,350.00 ",1880
T97431,3/19/2021,"$9,600.00 ",2472
T98014,3/19/2021,"$1,750.00 ",2478
T98232,3/19/2021,"$10,000.00 ",2124
T98415,3/19/2021,"$8,435.31 ",2184
600154533,3/19/2021,"$6,664.08 ",2136
T98506,3/19/2021,"$8,577.00 ",2124
T97039,3/19/2021,"$1,450.00 ",2215
T97039,3/19/2021,"$1,450.00 ",2215
T98340,3/19/2021,"$4,500.00 ",2119
T98514,3/19/2021,"$7,078.24 ",2121
